instrumentIdentifier,SeniorityAndSecurity
56777822LULX 0702005NAJ9,SeniorUnsecuredBond
56787991LULX 0702005NBF6,SubordinateBond
58510341FMD1 2602005NBF6,SubordinateBond
58510411APD0 07 202005NBF6,SubordinateBond
68396861NMS0T5DNQ02007GCT8,SeniorUnsecuredBond
62780171LUL0 07021332AF8,SeniorUnsecuredBond
62780182LUL0 07021332AF8,SeniorUnsecuredBond
47082321ESPS 10021441AF7,SeniorUnsecuredBond
47082461LEQ0 26021441AF7,SeniorUnsecuredBond
47082462LEQ0 26021441AF7,SeniorUnsecuredBond
47082471NMS0 L2021441AF7,SeniorUnsecuredBond
47082472NMS0 L2021441AF7,SeniorUnsecuredBond
47082473NMS0 L2021441AF7,SeniorUnsecuredBond
47082474NMS0 L2021441AF7,SeniorUnsecuredBond
470824811LEQ0 26021441AF7,SeniorUnsecuredBond
470824812LEQ0 26021441AF7,SeniorUnsecuredBond
470824813LEQ0 26021441AF7,SeniorUnsecuredBond
470824814LEQ0 26021441AF7,SeniorUnsecuredBond
470824815LEQ0 26021441AF7,SeniorUnsecuredBond
470824816LEQ0 26021441AF7,SeniorUnsecuredBond
470824817LEQ0 26021441AF7,SeniorUnsecuredBond
47082483LEQ0 26021441AF7,SeniorUnsecuredBond
47082484LEQ0 26021441AF7,SeniorUnsecuredBond
47082485LEQ0 26021441AF7,SeniorUnsecuredBond
47082486LEQ0 26021441AF7,SeniorUnsecuredBond
47082487LEQ0 26021441AF7,SeniorUnsecuredBond
47082488LEQ0 26021441AF7,SeniorUnsecuredBond
47082489LEQ0 26021441AF7,SeniorUnsecuredBond
47082621FMD3 2CG3021441AF7,SeniorUnsecuredBond
47082681FMD3 2CG4021441AF7,SeniorUnsecuredBond
47082701FMD3T2CG5021441AF7,SeniorUnsecuredBond
58677961ESPL 0702154CAE3,SeniorSecuredBond
61299241FMD1 2602154CAE3,SeniorSecuredBond
61299241NMS0 26 302154CAE3,SeniorSecuredBond
70181801LUL0 0702154CAE3,SeniorSecuredBond
71487101ESPS 1002154CAE3,SeniorSecuredBond
67844881FMD1 2602154VAB7,SeniorUnsecuredBond
67860252FMD1 2602154VAB7,SeniorUnsecuredBond
27103502ESPL 0702209SAH6,SeniorUnsecuredBond
27103571LULT 0702209SAH6,SeniorUnsecuredBond
27103591LULA 0702209SAH6,SeniorUnsecuredBond
27103592LULA 0702209SAH6,SeniorUnsecuredBond
27103593LULA 0702209SAH6,SeniorUnsecuredBond
54685201NMS0 26 102209SAJ2,SeniorUnsecuredBond
36008971ESPS 1002209SAL7,SeniorUnsecuredBond
360090710LEQ0 1C02209SAL7,SeniorUnsecuredBond
360090711LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009071HHE0 0702209SAL7,SeniorUnsecuredBond
36009071LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009072HHE0 0702209SAL7,SeniorUnsecuredBond
36009072LULT 0702209SAL7,SeniorUnsecuredBond
36009073HHE0 0702209SAL7,SeniorUnsecuredBond
36009073LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009073LULT 0702209SAL7,SeniorUnsecuredBond
36009074HHE0 0702209SAL7,SeniorUnsecuredBond
36009074LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009076LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009077LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009079LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009081LEQ0 2602209SAL7,SeniorUnsecuredBond
36009083HLT0 2602209SAL7,SeniorUnsecuredBond
36009472LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009478LEQ0 1C02209SAL7,SeniorUnsecuredBond
36009481LTR0 2602209SAL7,SeniorUnsecuredBond
36009493LTRM 2602209SAL7,SeniorUnsecuredBond
36009501LUL0 1P02209SAL7,SeniorUnsecuredBond
36289321ESPA 1002209SAL7,SeniorUnsecuredBond
36289342ESPS 1002209SAL7,SeniorUnsecuredBond
36289441REA2 0702209SAL7,SeniorUnsecuredBond
36289781LULT 0702209SAL7,SeniorUnsecuredBond
36293275FMD1 0702209SAL7,SeniorUnsecuredBond
36293285ESPS 1002209SAL7,SeniorUnsecuredBond
36293293ESPS 1002209SAL7,SeniorUnsecuredBond
36343843NMS0 L202209SAL7,SeniorUnsecuredBond
36343844NMS0 L202209SAL7,SeniorUnsecuredBond
36343861HLT0 2602209SAL7,SeniorUnsecuredBond
36343862HLT0 2602209SAL7,SeniorUnsecuredBond
36344071NMS0 L202209SAL7,SeniorUnsecuredBond
36344072NMS0 L202209SAL7,SeniorUnsecuredBond
36374394ESPS 1002209SAL7,SeniorUnsecuredBond
36374561LULI 0702209SAL7,SeniorUnsecuredBond
36375892LUL0 1P02209SAL7,SeniorUnsecuredBond
47071793ESPS 1002209SAS2,SeniorUnsecuredBond
47071794ESPS 1002209SAS2,SeniorUnsecuredBond
470718316LUL0 2602209SAS2,SeniorUnsecuredBond
470718317LUL0 2602209SAS2,SeniorUnsecuredBond
470718318LUL0 2602209SAS2,SeniorUnsecuredBond
47071841NMS0 L202209SAS2,SeniorUnsecuredBond
47071852NMS0 L202209SAS2,SeniorUnsecuredBond
470718610LTR0 2602209SAS2,SeniorUnsecuredBond
470718611LTR0 2602209SAS2,SeniorUnsecuredBond
470718612LTR0 2602209SAS2,SeniorUnsecuredBond
470718613LTR0 2602209SAS2,SeniorUnsecuredBond
470718629LUL0 2602209SAS2,SeniorUnsecuredBond
470718630LUL0 2602209SAS2,SeniorUnsecuredBond
470718631LUL0 2602209SAS2,SeniorUnsecuredBond
470718633LUL0 2602209SAS2,SeniorUnsecuredBond
470718634LUL0 2602209SAS2,SeniorUnsecuredBond
470718635LUL0 2602209SAS2,SeniorUnsecuredBond
470718636LUL0 2602209SAS2,SeniorUnsecuredBond
47071866LTR0 2602209SAS2,SeniorUnsecuredBond
47071867LTR0 2602209SAS2,SeniorUnsecuredBond
47088872ESPS 1002209SAS2,SeniorUnsecuredBond
47089493NMS0 L202209SAS2,SeniorUnsecuredBond
47089501LTR0 2602209SAS2,SeniorUnsecuredBond
47089502LTR0 2602209SAS2,SeniorUnsecuredBond
47089503LTR0 2602209SAS2,SeniorUnsecuredBond
47089504LTR0 2602209SAS2,SeniorUnsecuredBond
47161482LEQ0 2602209SAS2,SeniorUnsecuredBond
47161494NMS0 L202209SAS2,SeniorUnsecuredBond
47161501LEQ0 2602209SAS2,SeniorUnsecuredBond
56518591REI1T1DB1023135AQ9,SeniorUnsecuredBond
67072941LUL0 10023135AQ9,SeniorUnsecuredBond
67072951LTRM 26023135AQ9,SeniorUnsecuredBond
67092751LTR0 07023135AQ9,SeniorUnsecuredBond
67092802LUL0 10023135AQ9,SeniorUnsecuredBond
67092821LUL0 26023135AQ9,SeniorUnsecuredBond
67092842LTRM 26023135AQ9,SeniorUnsecuredBond
67092861LUL0 1P023135AQ9,SeniorUnsecuredBond
64721031FMD1 07023135AW6,SeniorUnsecuredBond
64721131FMD6 26023135AW6,SeniorUnsecuredBond
64721141NMS0 7M023135AW6,SeniorUnsecuredBond
64721151TXA2 1Z023135AW6,SeniorUnsecuredBond
71407071TXA2 1Z023135AZ9,SeniorUnsecuredBond
71407081NMS0 1Z023135AZ9,SeniorUnsecuredBond
71407131NMS0 2S023135AZ9,SeniorUnsecuredBond
64721111FMD1 07023135BC9,SeniorUnsecuredBond
64721161NMS0 L2023135BC9,SeniorUnsecuredBond
64721171NMS0 L5 S023135BC9,SeniorUnsecuredBond
66766471HLT3 26023135BC9,SeniorUnsecuredBond
66766481HLT4 26023135BC9,SeniorUnsecuredBond
70007702FMD1 07023135BC9,SeniorUnsecuredBond
70007751ESPS 07023135BC9,SeniorUnsecuredBond
64721181NMS0 10 1023135BJ4,SeniorUnsecuredBond
66217571LUL0 26023135BJ4,SeniorUnsecuredBond
66217591LTRM 26023135BJ4,SeniorUnsecuredBond
66255862LUL0 26023135BJ4,SeniorUnsecuredBond
66255872LTRM 26023135BJ4,SeniorUnsecuredBond
70238701HLT0 26023135BJ4,SeniorUnsecuredBond
71077181FMD3 2CG4023135BJ4,SeniorUnsecuredBond
71077281FMD3T2CG5023135BJ4,SeniorUnsecuredBond
67521871LTR0 07023138AA8,SubordinateBond
67521881NMS0 10023138AA8,SubordinateBond
67521895NMS0 26023138AA8,SubordinateBond
67521907NMS0 26023138AA8,SubordinateBond
67521919LUL0 07023138AA8,SubordinateBond
67521928LUL0 07023138AA8,SubordinateBond
67521937LUL0 07023138AA8,SubordinateBond
67521946LUL0 07023138AA8,SubordinateBond
67521957NMS0 07023138AA8,SubordinateBond
67521966NMS0 26023138AA8,SubordinateBond
67521976NMS0 07023138AA8,SubordinateBond
67521984NMS0 26023138AA8,SubordinateBond
67521995NMS0 07023138AA8,SubordinateBond
67521741LTR0 0702315QAA6,SeniorSecuredBond
67521751NMS0 1002315QAA6,SeniorSecuredBond
67521761NMS0 2602315QAA6,SeniorSecuredBond
67521772NMS0 2602315QAA6,SeniorSecuredBond
67521781LUL0 0702315QAA6,SeniorSecuredBond
67521792LUL0 0702315QAA6,SeniorSecuredBond
67521803LUL0 0702315QAA6,SeniorSecuredBond
67521814LUL0 0702315QAA6,SeniorSecuredBond
67521821NMS0 0702315QAA6,SeniorSecuredBond
67521833NMS0 2602315QAA6,SeniorSecuredBond
67521842NMS0 0702315QAA6,SeniorSecuredBond
67521854NMS0 2602315QAA6,SeniorSecuredBond
67521863NMS0 0702315QAA6,SeniorSecuredBond
30302001LUL0 0702343*AC6,SeniorUnsecuredBond
16252441LTRM 26023551AF1,SeniorUnsecuredBond
16728881APD0 07 5023551AF1,SeniorUnsecuredBond
16728902NMS0 07023551AF1,SeniorUnsecuredBond
16728961HLT0 26023551AF1,SeniorUnsecuredBond
16729181ESPL 07023551AF1,SeniorUnsecuredBond
5071551LUL0 1P023551AF1,SeniorUnsecuredBond
16134775LTRM 26023551AM6,SeniorUnsecuredBond
16373214LTRM 26023551AM6,SeniorUnsecuredBond
16373372LUL0 1P023551AM6,SeniorUnsecuredBond
16373531LUL0 07023551AM6,SeniorUnsecuredBond
16373591LUL0 1P023551AM6,SeniorUnsecuredBond
16373651ESPL 07023551AM6,SeniorUnsecuredBond
21105306LTRM 26023551AM6,SeniorUnsecuredBond
15381952NMS0 L602360FAB2,SeniorSecuredBond
56999291LUL0 1P02361DAQ3,SeniorSecuredBond
52514971FMD1 0702364WBD6,SeniorUnsecuredBond
52515062FMD1 0702364WBD6,SeniorUnsecuredBond
33365475FMD0T07 1023650AG9,SeniorSecuredBond
33365486FMD0T07 1023650AG9,SeniorSecuredBond
58870991FMD3 2CG3023765AA8,SeniorSecuredBond
58871001FMD3 2CG4023765AA8,SeniorSecuredBond
58871261FMD3T2CG5023765AA8,SeniorSecuredBond
58871281FMD3 2CG2023765AA8,SeniorSecuredBond
58871291FMD0T07 1023765AA8,SeniorSecuredBond
44055851LTR0 07023766AD0,SeniorSecuredBond
51343931NMS0 1002376RAA0,SeniorUnsecuredBond
51343961APD0 07 202376RAA0,SeniorUnsecuredBond
51347972NMS0 1002376RAA0,SeniorUnsecuredBond
51832291LULX 0702376RAA0,SeniorUnsecuredBond
51864912LULX 0702376RAA0,SeniorUnsecuredBond
54563331FMD1 2602376RAA0,SeniorUnsecuredBond
54563343LULX 0702376RAA0,SeniorUnsecuredBond
54563351ESPS 1002376RAA0,SeniorUnsecuredBond
54563471FMD5 1C02376RAA0,SeniorUnsecuredBond
54563591LUL0 1P02376RAA0,SeniorUnsecuredBond
65195421NMS0 26 302376RAA0,SeniorUnsecuredBond
68128234LULX 0702376RAA0,SeniorUnsecuredBond
53428551LUL0 2602376RAB8,SeniorUnsecuredBond
52025501FMD1 0702376TAC2,SeniorSecuredBond
51163091FMD0T07 102376XAA7,SeniorSecuredBond
44054951FMD1 10023772AB2,SeniorSecuredBond
44055841LTRL 07023772AB2,SeniorSecuredBond
44056161ESPS 07023772AB2,SeniorSecuredBond
57638301TXA2 07023772AB2,SeniorSecuredBond
55962521ESPS 0702377BAA4,SeniorSecuredBond
55962531LULI 0702377BAA4,SeniorSecuredBond
45851411ESPS 1002377UAB0,SeniorSecuredBond
45851611LTR0 2602377UAB0,SeniorSecuredBond
51910391HHE0 2302401@AA7,SeniorUnsecuredBond
51910721LTRL 0702401@AA7,SeniorUnsecuredBond
51911451NMS0 L5 R02401@AA7,SeniorUnsecuredBond
51911471LTRI 0702401@AA7,SeniorUnsecuredBond
53095681LEQ0 2602401@AB5,SeniorUnsecuredBond
71077491FMD0T07 1025537AG6,SeniorUnsecuredBond
54792513LTRL 07025816BF5,SeniorUnsecuredBond
54792541LTR0 26025816BF5,SeniorUnsecuredBond
54792552LTR0 26025816BF5,SeniorUnsecuredBond
55097912LTRL 07025816BF5,SeniorUnsecuredBond
55098001LTR0 10025816BF5,SeniorUnsecuredBond
55220141LTRL 07025816BF5,SeniorUnsecuredBond
553296010LTR0 26025816BF5,SeniorUnsecuredBond
55329603LTR0 26025816BF5,SeniorUnsecuredBond
55329604LTR0 26025816BF5,SeniorUnsecuredBond
55329605LTR0 26025816BF5,SeniorUnsecuredBond
55329606LTR0 26025816BF5,SeniorUnsecuredBond
55329607LTR0 26025816BF5,SeniorUnsecuredBond
55329608LTR0 26025816BF5,SeniorUnsecuredBond
55329609LTR0 26025816BF5,SeniorUnsecuredBond
56530011HLT0 26025816BF5,SeniorUnsecuredBond
61043791NMS0 10 1025816BF5,SeniorUnsecuredBond
71077361FMD3 2CG2025816BF5,SeniorUnsecuredBond
52353161REA2 07 1025816BK4,SubordinateBond
52353181FMD5 1C025816BK4,SubordinateBond
52353183FMD1 10025816BK4,SubordinateBond
52353621NMS0 07025816BK4,SubordinateBond
52354941FMDM 07025816BK4,SubordinateBond
52354951REA1 07 4025816BK4,SubordinateBond
52356271FMDL 26025816BK4,SubordinateBond
52515531LTRL 07025816BK4,SubordinateBond
53040001REL2 07 2025816BK4,SubordinateBond
53040002ESPS 10025816BK4,SubordinateBond
65560711NMS0 26 1025816BP3,SeniorUnsecuredBond
66467921FMD0T07 1025816BP3,SeniorUnsecuredBond
65551381FMD1 07025816BR9,SeniorUnsecuredBond
65551381REA2 07 1025816BR9,SeniorUnsecuredBond
70158031TXA1 1Y025816BW8,SeniorUnsecuredBond
70158041NMS0 1Y025816BW8,SeniorUnsecuredBond
70158051TXA2 1Y025816BW8,SeniorUnsecuredBond
70158071TXA2 07025816BW8,SeniorUnsecuredBond
69830491NMS0T5DNQ02587DC89,SeniorUnsecuredBond
50928751FMD3 2CG30258M0DP1,SeniorUnsecuredBond
50928821FMD3 2CG40258M0DP1,SeniorUnsecuredBond
59237201LULT 070258M0DT3,SeniorUnsecuredBond
59237211TXA2 070258M0DT3,SeniorUnsecuredBond
55481581TXA1 1Y0258M0DU0,SeniorUnsecuredBond
65621441LUL1 070258M0EL9,SeniorUnsecuredBond
67618971FMD1 070258M0EL9,SeniorUnsecuredBond
67619031FMD6 260258M0EL9,SeniorUnsecuredBond
67619161LUL0 260258M0EL9,SeniorUnsecuredBond
67619201FMD0 070258M0EL9,SeniorUnsecuredBond
67620021LEQ0 070258M0EL9,SeniorUnsecuredBond
67620031HHE0 070258M0EL9,SeniorUnsecuredBond
67620041LEQ0 100258M0EL9,SeniorUnsecuredBond
46075391LTRL 07026351AZ9,SeniorUnsecuredBond
46075741LEQ0 26026351AZ9,SeniorUnsecuredBond
46075771LEQ0 10026351AZ9,SeniorUnsecuredBond
46075842LUL0 1P026351AZ9,SeniorUnsecuredBond
46111166LUL0 26026351AZ9,SeniorUnsecuredBond
46111183LUL0 10026351AZ9,SeniorUnsecuredBond
33286281FMD1 0702666QG72,SeniorUnsecuredBond
33286281REA2 07 102666QG72,SeniorUnsecuredBond
33286282FMD1 0702666QG72,SeniorUnsecuredBond
33286282FMD1 2602666QG72,SeniorUnsecuredBond
33286283FMD1 0702666QG72,SeniorUnsecuredBond
20081602LTRL 07026874BE6,SubordinateBond
20081821LTRL 07026874BE6,SubordinateBond
35698851TXA1 1Y026874BW6,SeniorUnsecuredBond
35698871TXA2 1Y026874BW6,SeniorUnsecuredBond
35719891ESPS 10026874BW6,SeniorUnsecuredBond
35719932LUL0 07026874BW6,SeniorUnsecuredBond
35721201LULT 07026874BW6,SeniorUnsecuredBond
40577001FMD1 07026874CU9,SeniorUnsecuredBond
40577021ESPS 10026874CU9,SeniorUnsecuredBond
40577034FMD1 07026874CU9,SeniorUnsecuredBond
40577651ESPS 07026874CU9,SeniorUnsecuredBond
40990825FMD1 07026874CU9,SeniorUnsecuredBond
40990841LTRL 07026874CU9,SeniorUnsecuredBond
40991113FMD1 07026874CU9,SeniorUnsecuredBond
40991661LULI 07026874CU9,SeniorUnsecuredBond
48997911FMD5 10026874CY1,SeniorUnsecuredBond
57653862FMDL 07026874DA2,SeniorUnsecuredBond
57654001FMD3 2CG4026874DA2,SeniorUnsecuredBond
57654021FMD3T2CG5026874DA2,SeniorUnsecuredBond
57654041FMD3 2CG2026874DA2,SeniorUnsecuredBond
63549531NMS0 10 1026874DA2,SeniorUnsecuredBond
57653951FMD3 2CG3026874DD6,SeniorUnsecuredBond
57653991FMD3 2CG4026874DD6,SeniorUnsecuredBond
57654011FMD3T2CG5026874DD6,SeniorUnsecuredBond
57654051FMD0T07 1026874DD6,SeniorUnsecuredBond
64805591NMS0 26 1026874DD6,SeniorUnsecuredBond
57743211NMS0 L2026874DF1,SeniorUnsecuredBond
71283556LULU 07NU02765UEK6,SeniorUnsecuredBond
71293927LULU 07NU02765UEK6,SeniorUnsecuredBond
71342538LULU 07NU02765UEK6,SeniorUnsecuredBond
47668281NMS0 2S029163AD4,SeniorUnsecuredBond
65364381FMD0T07 202917TAB0,SeniorUnsecuredBond
67575341FMD0T07 103027WAK8,SeniorSecuredBond
67575741FMDL 0703027WAK8,SeniorSecuredBond
19410431LTRM 2603040#AE2,SeniorUnsecuredBond
19410851LULX 0703040#AE2,SeniorUnsecuredBond
19411011ESPL 0703040#AE2,SeniorUnsecuredBond
19760481HHE0 0703040#AE2,SeniorUnsecuredBond
19760753ESPL 0703040#AE2,SeniorUnsecuredBond
24354272FMD1 0703040#AJ1,SeniorUnsecuredBond
24354972LEQ0 1C03040#AJ1,SeniorUnsecuredBond
22373742ESPL 0703040WAD7,SeniorUnsecuredBond
55554521HLT0 2603040WAM7,SeniorUnsecuredBond
55554601ESPA 1003040WAM7,SeniorUnsecuredBond
55554762FMDL 1C03040WAM7,SeniorUnsecuredBond
55554871HLT0 1003040WAM7,SeniorUnsecuredBond
71119251FMD3 2CG403040WAT2,SeniorUnsecuredBond
71119301FMD3T2CG503040WAT2,SeniorUnsecuredBond
71119321FMD3 2CG203040WAT2,SeniorUnsecuredBond
71322581FMD1 0703063#AA2,SeniorUnsecuredBond
71322571NMS0 0703063#AB0,SeniorUnsecuredBond
71322611LUL0 2603063#AB0,SeniorUnsecuredBond
71322651NMS0 L203063#AB0,SeniorUnsecuredBond
56619613HLT0 2603073EAN5,SeniorUnsecuredBond
56619614HLT0 2603073EAN5,SeniorUnsecuredBond
56619615HLT0 2603073EAN5,SeniorUnsecuredBond
31161931FMD1 1003076CAE6,SeniorUnsecuredBond
31161984FMD1 0703076CAE6,SeniorUnsecuredBond
31162841REA2 0703076CAE6,SeniorUnsecuredBond
31587102FMD1 1003076CAE6,SeniorUnsecuredBond
31587491FMD5 2603076CAE6,SeniorUnsecuredBond
31588063NMS0 1C03076CAE6,SeniorUnsecuredBond
315880713LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880714LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880716LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880717LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880718LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880719LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880720LEQ0 1C03076CAE6,SeniorUnsecuredBond
315880721LEQ0 1C03076CAE6,SeniorUnsecuredBond
31588073LEQ0 1C03076CAE6,SeniorUnsecuredBond
31588078LEQ0 1C03076CAE6,SeniorUnsecuredBond
31588079LEQ0 1C03076CAE6,SeniorUnsecuredBond
31588223FMD1 0703076CAE6,SeniorUnsecuredBond
62448591NMS0 26 103076CAE6,SeniorUnsecuredBond
51291081LUL0 1P03076CAG1,SeniorUnsecuredBond
51291081LULT 0703076CAG1,SeniorUnsecuredBond
6448031HLT0 26030955AJ7,SeniorUnsecuredBond
6448031LTRL 07030955AJ7,SeniorUnsecuredBond
6448031LUL0 1P030955AJ7,SeniorUnsecuredBond
19814661HLT0 26030955AN8,SeniorUnsecuredBond
51480501LTR0 26031100L*9,SeniorUnsecuredBond
51480701NMS0 L2031100L*9,SeniorUnsecuredBond
51480901LULA 07031100L*9,SeniorUnsecuredBond
71505121NMS0 10031100N@5,SeniorUnsecuredBond
71414191NMS0 10031100P*5,SeniorUnsecuredBond
207544810LUL0 07031162AW0,SeniorUnsecuredBond
207544811LUL0 07031162AW0,SeniorUnsecuredBond
207544812LUL0 07031162AW0,SeniorUnsecuredBond
20754489LUL0 07031162AW0,SeniorUnsecuredBond
20754691LULT 07031162AW0,SeniorUnsecuredBond
26375751LULI 07031162AW0,SeniorUnsecuredBond
24463981LULT 07031162AY6,SeniorUnsecuredBond
24463982LULT 07031162AY6,SeniorUnsecuredBond
24463983LULT 07031162AY6,SeniorUnsecuredBond
24463984LULT 07031162AY6,SeniorUnsecuredBond
24570742NMS0 1Z031162AY6,SeniorUnsecuredBond
26923841ESPL 07031162AZ3,SeniorUnsecuredBond
26923852ESPL 07031162AZ3,SeniorUnsecuredBond
26923722LTRM 26031162BA7,SeniorUnsecuredBond
28510661HLTB 26031162BA7,SeniorUnsecuredBond
34262763FMD3 2CG3031162BE9,SeniorUnsecuredBond
34262883FMD3 2CG2031162BE9,SeniorUnsecuredBond
35120031FMDL 07031162BE9,SeniorUnsecuredBond
35120691HLT0 26031162BE9,SeniorUnsecuredBond
35120692HLT0 26031162BE9,SeniorUnsecuredBond
35120711LUL0 1P031162BE9,SeniorUnsecuredBond
36668272LTRM 26031162BG4,SeniorUnsecuredBond
38019851HLTB 26031162BH2,SeniorUnsecuredBond
38253431FMD5 26031162BK5,SeniorUnsecuredBond
38255251LTR0 07031162BK5,SeniorUnsecuredBond
38255252LTR0 07031162BK5,SeniorUnsecuredBond
38255253LTR0 07031162BK5,SeniorUnsecuredBond
38255254LTR0 07031162BK5,SeniorUnsecuredBond
38255257LUL0 07031162BK5,SeniorUnsecuredBond
58319391HLT0 26031162BK5,SeniorUnsecuredBond
58319392FMDR 26031162BK5,SeniorUnsecuredBond
58319393FMDR 26031162BK5,SeniorUnsecuredBond
58319421FMDL 07031162BK5,SeniorUnsecuredBond
58859841FMD3 2CG1031162BV1,SeniorUnsecuredBond
60147291FMD3 2CG4031162BZ2,SeniorUnsecuredBond
60147351FMD3T2CG5031162BZ2,SeniorUnsecuredBond
60147811FMDR 26031162BZ2,SeniorUnsecuredBond
60147812FMDR 26031162BZ2,SeniorUnsecuredBond
61059031NMS0 10 1031162BZ2,SeniorUnsecuredBond
62592162FMD3 2CG4031162BZ2,SeniorUnsecuredBond
62592242FMD3T2CG5031162BZ2,SeniorUnsecuredBond
62148951HLTB 26031162CJ7,SeniorUnsecuredBond
62148952HLTB 26031162CJ7,SeniorUnsecuredBond
63437621TXA1 1Y031162CN8,SeniorUnsecuredBond
63446891FMD3 2CG3031162CP3,SeniorUnsecuredBond
63446951FMD3T2CG5031162CP3,SeniorUnsecuredBond
67409901LUL1 07031162CQ1,SeniorUnsecuredBond
3579201LULX 07031366BB2,SeniorUnsecuredBond
3579211ESPL 07031366BB2,SeniorUnsecuredBond
39097091FMD3 2CG3032095AB7,SeniorUnsecuredBond
39097131FMD3 2CG4032095AB7,SeniorUnsecuredBond
39097151FMD3T2CG5032095AB7,SeniorUnsecuredBond
31788781HLTB 26032510AC3,SeniorUnsecuredBond
21105311LTRM 26032511AY3,SeniorUnsecuredBond
21470811ESPL 07032511AY3,SeniorUnsecuredBond
25103631FMD5 26032511AY3,SeniorUnsecuredBond
25103642HLT0 26032511AY3,SeniorUnsecuredBond
31982121HHE0 23032511AY3,SeniorUnsecuredBond
31982131LTRI 07032511AY3,SeniorUnsecuredBond
31982601LEQ0 1C032511AY3,SeniorUnsecuredBond
32004411HLT0 26032511AY3,SeniorUnsecuredBond
67012591NMS0 L6032511AY3,SeniorUnsecuredBond
61119201NMS0 10 1032511BP1,SeniorUnsecuredBond
61514942NMS0 L5 R032654AN5,SeniorUnsecuredBond
68177281LTRL 07032654AP0,SeniorUnsecuredBond
68177541LULT 07032654AP0,SeniorUnsecuredBond
68177551LULI 07032654AP0,SeniorUnsecuredBond
65881501NMS0 2303350WAC3,SeniorUnsecuredBond
65881571NMS0 L603350WAC3,SeniorUnsecuredBond
66967671NMS0 1Y03350WAC3,SeniorUnsecuredBond
71077481FMD0T07 1034863AM2,SeniorUnsecuredBond
63057401NMS0 1C034863AQ3,SeniorUnsecuredBond
63057411HLT0 26034863AR1,SeniorUnsecuredBond
65274441LUL1 07034863AR1,SeniorUnsecuredBond
64952641LUL1 07034863AT7,SeniorUnsecuredBond
64952721NMS0 L5 S034863AT7,SeniorUnsecuredBond
64952731NMS0 26 1034863AT7,SeniorUnsecuredBond
64990241LULT 07034863AT7,SeniorUnsecuredBond
34315941LTRM 2603512TAB7,SeniorUnsecuredBond
9096692LTRM 26035229CG6,SeniorUnsecuredBond
9096701ESPL 07035229CG6,SeniorUnsecuredBond
6758683ESPL 07035229CJ0,SeniorUnsecuredBond
6758684ESPL 07035229CJ0,SeniorUnsecuredBond
8591602LULT 07035229CM3,SeniorUnsecuredBond
8639651LTRM 26035229CM3,SeniorUnsecuredBond
9068331LULT 07035229CM3,SeniorUnsecuredBond
9068341HLT0 26035229CM3,SeniorUnsecuredBond
8923131LTRM 26035229CN1,SeniorUnsecuredBond
8923152ESPL 07035229CN1,SeniorUnsecuredBond
9395512LTRM 26035229CN1,SeniorUnsecuredBond
17072982HLTB 26035229DA8,SeniorUnsecuredBond
17073041HLTB 26035229DA8,SeniorUnsecuredBond
69978462LEQ0 1C03522AAD2,SeniorUnsecuredBond
69978463LEQ0 1C03522AAD2,SeniorUnsecuredBond
69978491APD0 07 503522AAD2,SeniorUnsecuredBond
69979231LEQ0 0703522AAD2,SeniorUnsecuredBond
69979241LEQ0 2603522AAD2,SeniorUnsecuredBond
57523931LTRL 0703522AAE0,SeniorUnsecuredBond
57545371NMS0 L203522AAE0,SeniorUnsecuredBond
57547262NMS0 L203522AAE0,SeniorUnsecuredBond
57569341FMDL 1C03522AAE0,SeniorUnsecuredBond
57569423NMS0 L203522AAE0,SeniorUnsecuredBond
58156221ESPS 1003522AAF7,SeniorUnsecuredBond
58156361ESPL 1003522AAF7,SeniorUnsecuredBond
58156471FMDL 0703522AAF7,SeniorUnsecuredBond
58156471NMS0 0703522AAF7,SeniorUnsecuredBond
58156702FMDL 0703522AAF7,SeniorUnsecuredBond
58156731FMDL 1C03522AAF7,SeniorUnsecuredBond
58156761FMD1 1003522AAF7,SeniorUnsecuredBond
58156761FMD5 1C03522AAF7,SeniorUnsecuredBond
58156913FMDL 0703522AAF7,SeniorUnsecuredBond
58270571LEQ0 1C03522AAF7,SeniorUnsecuredBond
48032871TXA2 0703523TBH0,SeniorUnsecuredBond
43006093REI1T1DB303523TBP2,SeniorUnsecuredBond
41221421FMD3 2CG203523TBQ0,SeniorUnsecuredBond
63155281NMS0 10 103523TBT4,SeniorUnsecuredBond
63177082NMS0 10 103523TBT4,SeniorUnsecuredBond
67947593NMS0 10 103523TBT4,SeniorUnsecuredBond
39010532REA2 07 1035240AD2,SeniorUnsecuredBond
